serviceappointment_id,created_date,appointment_date,status,arrival_window_start_time,arrival_window_end_time,on_site,service_territory,work_type,customer_home,serviceresource_id
7000002cO8UAAU,2022-10-15,2022-10-17,completed,2022-10-17 08:00:00,2022-10-17 10:00:00,2022-10-17 09:35:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bwVUAAY,2022-10-05,2022-10-06,cannot start,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 14:14:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cPXfAAM,2022-10-17,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 08:59:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cX5FAAU,2022-10-19,2022-10-21,completed,2022-10-21 14:00:00,2022-10-21 16:00:00,2022-10-21 16:05:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cYW3AAM,2022-10-19,2022-10-21,cannot start,2022-10-21 06:00:00,2022-10-21 08:00:00,2022-10-21 06:20:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002c6fKAAQ,2022-10-10,2022-10-11,completed,2022-10-11 12:00:00,2022-10-11 14:00:00,2022-10-11 13:05:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cXLNAA2,2022-10-19,2022-10-21,cannot start,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 10:01:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002c8GqAAI,2022-10-10,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 13:40:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bmI2AAI,2022-09-30,2022-10-04,completed,2022-10-04 16:00:00,2022-10-04 18:00:00,2022-10-04 18:00:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bnm3AAA,2022-10-01,2022-10-04,completed,2022-10-04 08:00:00,2022-10-04 10:00:00,2022-10-04 09:58:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cOABAA2,2022-10-15,2022-10-17,completed,2022-10-17 16:00:00,2022-10-17 18:00:00,2022-10-17 17:59:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cZapAAE,2022-10-19,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 11:27:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cIzXAAU,2022-10-13,2022-10-15,completed,2022-10-15 06:00:00,2022-10-15 08:00:00,2022-10-15 06:20:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bxYUAAY,2022-10-05,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 09:55:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cE6hAAE,2022-10-12,2022-10-14,completed,2022-10-14 08:00:00,2022-10-14 10:00:00,2022-10-14 07:53:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cFGyAAM,2022-10-12,2022-10-15,cannot start,2022-10-15 10:00:00,2022-10-15 12:00:00,2022-10-15 10:56:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cPx4AAE,2022-10-17,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 10:25:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bqlmAAA,2022-10-03,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 11:37:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002biDSAAY,2022-09-29,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 08:12:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cbR6AAI,2022-10-20,2022-10-22,completed,2022-10-22 10:00:00,2022-10-22 12:00:00,2022-10-22 11:34:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bnVRAAY,2022-10-01,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 13:08:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cLP8AAM,2022-10-14,2022-10-22,completed,2022-10-22 08:00:00,2022-10-22 10:00:00,2022-10-22 08:47:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cMipAAE,2022-10-14,2022-10-21,completed,2022-10-21 14:00:00,2022-10-21 16:00:00,2022-10-21 15:43:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002c8iBAAQ,2022-10-10,2022-10-11,completed,2022-10-11 14:00:00,2022-10-11 16:00:00,2022-10-11 15:12:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002cHk2AAE,2022-10-13,2022-10-15,completed,2022-10-15 08:00:00,2022-10-15 10:00:00,2022-10-15 09:43:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002c7SqAAI,2022-10-10,2022-10-11,completed,2022-10-11 08:00:00,2022-10-11 10:00:00,2022-10-11 09:22:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002bmFXAAY,2022-09-30,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 12:35:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bnXrAAI,2022-10-01,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 07:00:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cIdRAAU,2022-10-13,2022-10-15,completed,2022-10-15 12:00:00,2022-10-15 14:00:00,2022-10-15 13:26:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bwutAAA,2022-10-05,2022-10-08,cannot start,2022-10-08 08:00:00,2022-10-08 10:00:00,2022-10-08 09:30:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002bj3dAAA,2022-09-29,2022-10-13,completed,2022-10-13 14:00:00,2022-10-13 16:00:00,2022-10-13 15:57:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cTjLAAU,2022-10-18,2022-10-21,cannot start,2022-10-21 16:00:00,2022-10-21 18:00:00,2022-10-21 17:27:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cetwAAA,2022-10-21,2022-10-22,completed,2022-10-22 12:00:00,2022-10-22 14:00:00,2022-10-22 12:11:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bokcAAA,2022-10-03,2022-10-07,completed,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 08:55:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bpbqAAA,2022-10-03,2022-10-10,completed,2022-10-10 10:00:00,2022-10-10 12:00:00,2022-10-10 11:42:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002btdqAAA,2022-10-04,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 11:54:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bvf5AAA,2022-10-05,2022-10-06,completed,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 11:56:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cFBUAA2,2022-10-12,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 13:59:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cV03AAE,2022-10-18,2022-10-20,completed,2022-10-20 06:00:00,2022-10-20 08:00:00,2022-10-20 07:45:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002ceo3AAA,2022-10-21,2022-10-22,completed,2022-10-22 12:00:00,2022-10-22 14:00:00,2022-10-22 13:25:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002boAeAAI,2022-10-02,2022-10-04,completed,2022-10-04 14:00:00,2022-10-04 16:00:00,2022-10-04 15:01:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bsqyAAA,2022-10-04,2022-10-10,completed,2022-10-10 16:00:00,2022-10-10 18:00:00,2022-10-10 16:53:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bmAXAAY,2022-09-30,2022-10-03,completed,2022-10-03 16:00:00,2022-10-03 18:00:00,2022-10-03 17:12:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bnZdAAI,2022-10-01,2022-10-04,completed,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 06:30:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cEqqAAE,2022-10-12,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 12:12:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cXcsAAE,2022-10-19,2022-10-22,completed,2022-10-22 08:00:00,2022-10-22 10:00:00,2022-10-22 09:32:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002buDKAAY,2022-10-04,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 10:53:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cQ3CAAU,2022-10-17,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 10:04:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002beuhAAA,2022-09-28,2022-10-06,cannot start,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 06:54:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002bpAVAAY,2022-10-03,2022-10-04,completed,2022-10-04 08:00:00,2022-10-04 10:00:00,2022-10-04 08:39:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cZIgAAM,2022-10-19,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 14:06:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bpanAAA,2022-10-03,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 11:06:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cVQkAAM,2022-10-18,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 11:41:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cAzYAAU,2022-10-11,2022-10-22,completed,2022-10-22 06:00:00,2022-10-22 08:00:00,2022-10-22 08:15:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bsWUAAY,2022-10-04,2022-10-07,cannot start,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 12:08:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002bzFtAAI,2022-10-06,2022-10-10,completed,2022-10-10 14:00:00,2022-10-10 16:00:00,2022-10-10 16:09:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cTnhAAE,2022-10-18,2022-10-22,completed,2022-10-22 08:00:00,2022-10-22 10:00:00,2022-10-22 08:34:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cJAkAAM,2022-10-13,2022-10-17,completed,2022-10-17 14:00:00,2022-10-17 16:00:00,2022-10-17 14:33:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cX4bAAE,2022-10-19,2022-10-20,cannot start,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 13:57:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002btxWAAQ,2022-10-04,2022-10-07,completed,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 07:06:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bwEfAAI,2022-10-05,2022-10-08,cannot start,2022-10-08 10:00:00,2022-10-08 12:00:00,2022-10-08 12:02:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cLQfAAM,2022-10-14,2022-10-15,completed,2022-10-15 16:00:00,2022-10-15 18:00:00,2022-10-15 16:53:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002c44bAAA,2022-10-07,2022-10-11,completed,2022-10-11 16:00:00,2022-10-11 18:00:00,2022-10-11 17:49:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002c8n6AAA,2022-10-10,2022-10-11,completed,2022-10-11 14:00:00,2022-10-11 16:00:00,2022-10-11 15:15:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bqRSAAY,2022-10-03,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:07:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cBWSAA2,2022-10-11,2022-10-13,cannot start,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 10:12:00,T-Zuid-Holland-Zuid,installation,0,v0000000X5tCAE
7000002cCQ6AAM,2022-10-11,2022-10-13,completed,2022-10-13 06:00:00,2022-10-13 08:00:00,2022-10-13 08:09:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cBd4AAE,2022-10-11,2022-10-13,completed,2022-10-13 10:00:00,2022-10-13 12:00:00,2022-10-13 11:30:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cBeCAAU,2022-10-11,2022-10-13,completed,2022-10-13 10:00:00,2022-10-13 12:00:00,2022-10-13 11:40:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002cBRrAAM,2022-10-11,2022-10-13,cannot start,2022-10-13 16:00:00,2022-10-13 18:00:00,2022-10-13 17:28:00,T-Zuid-Holland-Zuid,installation,0,v0000000X5tCAE
7000002bsxBAAQ,2022-10-04,2022-10-13,completed,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 09:48:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cG5mAAE,2022-10-12,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 13:11:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002cRVvAAM,2022-10-17,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 09:16:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002be0JAAQ,2022-09-28,2022-10-03,completed,2022-10-03 14:00:00,2022-10-03 16:00:00,2022-10-03 14:57:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cV5XAAU,2022-10-18,2022-10-20,cannot start,2022-10-20 16:00:00,2022-10-20 18:00:00,2022-10-20 16:21:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002c17NAAQ,2022-10-06,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 14:11:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cL6BAAU,2022-10-14,2022-10-15,completed,2022-10-15 14:00:00,2022-10-15 16:00:00,2022-10-15 14:39:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bxzLAAQ,2022-10-05,2022-10-08,completed,2022-10-08 06:00:00,2022-10-08 08:00:00,2022-10-08 07:01:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cItZAAU,2022-10-13,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 10:36:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002cPgmAAE,2022-10-17,2022-10-18,completed,2022-10-18 06:00:00,2022-10-18 08:00:00,2022-10-18 07:26:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cR6MAAU,2022-10-17,2022-10-18,completed,2022-10-18 14:00:00,2022-10-18 16:00:00,2022-10-18 13:55:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002c0coAAA,2022-10-06,2022-10-10,completed,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 09:06:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002b4EGAAY,2022-09-14,2022-10-08,completed,2022-10-08 12:00:00,2022-10-08 14:00:00,2022-10-08 12:54:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cV9tAAE,2022-10-18,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 08:26:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002biaMAAQ,2022-09-29,2022-10-15,completed,2022-10-15 08:00:00,2022-10-15 10:00:00,2022-10-15 08:34:00,T-Zuid-Holland-Zuid,installation,1,v0000000X5tCAE
7000002cJIeAAM,2022-10-13,2022-10-15,cannot start,2022-10-15 10:00:00,2022-10-15 12:00:00,2022-10-15 10:09:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cUvSAAU,2022-10-18,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 08:42:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002biBbAAI,2022-09-29,2022-10-08,completed,2022-10-08 10:00:00,2022-10-08 12:00:00,2022-10-08 11:01:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bxROAAY,2022-10-05,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 07:25:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bmICAAY,2022-09-30,2022-10-03,cannot start,2022-10-03 14:00:00,2022-10-03 16:00:00,2022-10-03 14:23:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002bvy7AAA,2022-10-05,2022-10-06,completed,2022-10-06 14:00:00,2022-10-06 16:00:00,2022-10-06 14:20:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bu14AAA,2022-10-04,2022-10-10,completed,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 08:20:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002b4whAAA,2022-09-14,2022-10-08,cannot start,2022-10-08 14:00:00,2022-10-08 16:00:00,2022-10-08 16:18:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cB7hAAE,2022-10-11,2022-10-14,completed,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 06:47:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cBpKAAU,2022-10-11,2022-10-13,cannot start,2022-10-13 14:00:00,2022-10-13 16:00:00,2022-10-13 16:17:00,T-Zuid-Holland-Zuid,installation,0,v0000000X5tCAE
7000002cMEuAAM,2022-10-14,2022-10-17,completed,2022-10-17 08:00:00,2022-10-17 10:00:00,2022-10-17 09:50:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002cbU5AAI,2022-10-20,2022-10-21,completed,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 08:59:00,T-Zuid-Holland-Zuid,repair,1,v0000000X5tCAE
7000002bzY2AAI,2022-10-06,2022-10-10,cannot start,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 14:41:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002cGF8AAM,2022-10-12,2022-10-14,cannot start,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 13:49:00,T-Zuid-Holland-Zuid,repair,0,v0000000X5tCAE
7000002btESAAY,2022-10-04,2022-10-21,completed,2022-10-21 14:00:00,2022-10-21 16:00:00,2022-10-21 14:46:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002btfNAAQ,2022-10-04,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 10:16:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bu8jAAA,2022-10-04,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 10:19:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002c3mNAAQ,2022-10-07,2022-10-20,cannot start,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 15:01:00,T-Gelderland-Zuid,installation,0,Y000000TlrSSAS
7000002cbFAAAY,2022-10-20,2022-10-21,completed,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 09:11:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bXQtAAM,2022-09-26,2022-10-19,completed,2022-10-19 12:00:00,2022-10-19 14:00:00,2022-10-19 13:35:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bmLLAAY,2022-09-30,2022-10-19,completed,2022-10-19 14:00:00,2022-10-19 16:00:00,2022-10-19 15:55:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bCfFAAU,2022-09-19,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 10:12:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bAZoAAM,2022-09-16,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:38:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bEh3AAE,2022-09-19,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:20:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bbuTAAQ,2022-09-27,2022-10-17,completed,2022-10-17 14:00:00,2022-10-17 16:00:00,2022-10-17 15:39:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bsciAAA,2022-10-04,2022-10-17,completed,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 10:50:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bt6wAAA,2022-10-04,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 09:48:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002b7nOAAQ,2022-09-15,2022-10-18,completed,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 13:18:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bfJIAAY,2022-09-28,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:04:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bwruAAA,2022-10-05,2022-10-21,completed,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 09:23:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bZ3rAAE,2022-09-26,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 11:42:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bDKDAA2,2022-09-19,2022-10-21,cannot start,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 13:55:00,T-Gelderland-Zuid,installation,0,Y000000TlrSSAS
7000002cRaCAAU,2022-10-17,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 13:54:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002cEC6AAM,2022-10-12,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 09:58:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bI2xAAE,2022-09-20,2022-10-20,completed,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 15:09:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bkwjAAA,2022-09-30,2022-10-20,completed,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 10:10:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bCTJAA2,2022-09-18,2022-10-18,completed,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 13:10:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bBr5AAE,2022-09-17,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 13:34:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bGjGAAU,2022-09-20,2022-10-20,cannot start,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 12:10:00,T-Gelderland-Zuid,installation,0,Y000000TlrSSAS
7000002aqAiAAI,2022-09-08,2022-10-19,completed,2022-10-19 14:00:00,2022-10-19 16:00:00,2022-10-19 15:47:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002b7IQAAY,2022-09-15,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 12:21:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bsjUAAQ,2022-10-04,2022-10-17,completed,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 12:34:00,T-Gelderland-Zuid,repair,1,Y000000TlrSSAS
7000002bLg1AAE,2022-09-21,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 13:47:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bE54AAE,2022-09-19,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 13:28:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bXyCAAU,2022-09-26,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 10:33:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bAXdAAM,2022-09-16,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 13:56:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002btHLAAY,2022-10-04,2022-10-20,completed,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 10:51:00,T-Gelderland-Zuid,installation,1,Y000000TlrSSAS
7000002bYvnAAE,2022-09-26,2022-10-18,cannot start,2022-10-18 14:00:00,2022-10-18 16:00:00,2022-10-18 15:46:00,T-Gelderland-Zuid,installation,0,Y000000TlrSSAS
7000002btRQAAY,2022-10-04,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 14:25:00,T-Zeeland+Noord-Brabant-West,installation,1,v0000004dDECAY
7000002b41VAAQ,2022-09-14,2022-10-06,completed,2022-10-06 14:00:00,2022-10-06 16:00:00,2022-10-06 15:13:00,T-Zeeland+Noord-Brabant-West,installation,1,v0000004dDECAY
7000002bMWMAA2,2022-09-21,2022-10-06,completed,2022-10-06 14:00:00,2022-10-06 16:00:00,2022-10-06 14:34:00,T-Zeeland+Noord-Brabant-West,installation,1,v0000004dDECAY
7000002apwqAAA,2022-09-08,2022-10-07,completed,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 09:49:00,T-Zeeland+Noord-Brabant-West,installation,1,v0000004dDECAY
7000002bDp6AAE,2022-09-19,2022-10-20,cannot start,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 14:53:00,T-Zeeland+Noord-Brabant-West,installation,0,v0000004dDECAY
7000002bcB0AAI,2022-09-27,2022-10-05,cannot start,2022-10-05 08:00:00,2022-10-05 10:00:00,2022-10-05 10:07:00,T-Zeeland+Noord-Brabant-West,installation,0,v0000004dDECAY
7000002bWoQAAU,2022-09-26,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 11:03:00,T-Zeeland+Noord-Brabant-West,installation,1,v0000004dDECAY
